timestamp,user_id,session_id,scenario_id,drill_id,rep_idx,bullets_n,rep_start_time,buzzer_start_time,shot_start_time,shot_resolved_time,object_id,object_type,score,valid_hit_recomputed,live_targets,center_x,center_y,center_z,hit_x,hit_y,hit_z,reaction_time_s,radial_error_m,target_row,trigger_press_duration_s,trigger_smoothness,gaze_target_angle_deg,gaze_stability_deg,pupil_diameter_mm,gaze_eye_used,quiet_eye_duration_s,quiet_eye_eye_used
20260601072157,237,2564,11635,014_TargetAcquisition_014,13,1,1780312726685,1780312739503,1780312742078,1780312742113,LINE_2/3/HEAD/A,valid,5.0,True,LINE_2/3/HEAD/*,0.00180000043,1.55463123,9.993409,-0.005022215,1.5586822,9.983409,2.575,0.007934291481552086,2.0,0.044,0.09314757595016768,0.8519164661613532,0.43128620474003776,6.369628459777776,right,0.992,right
20260601072157,237,2564,11635,015_TargetAcquisition_014,14,1,1780312751066,1780312758217,1780312760612,1780312760647,LINE_2/3/NO-SCORE/NO-SCORE,non-valid,0.0,False,LINE_2/3/HEAD/*,0.0,0.760731339,9.993409,-0.124919429,1.52985728,9.98807,2.395,0.779204451258347,2.0,0.056,0.017361525380493972,4.343879706718919,0.6684457520857827,6.39556975311111,right,0.0,right
20260601072157,237,2564,11635,016_TargetAcquisition_014,15,1,1780312768620,1780312783510,1780312785372,1780312785407,LINE_2/3/NO-SCORE/NO-SCORE,non-valid,0.0,False,LINE_2/3/HEAD/*,0.0,0.760731339,9.993409,-0.10082078,1.61507547,9.98807,1.862,0.8602724707056211,2.0,0.067,0.03952491249278011,4.156943670694533,0.7508715615508527,6.370799135999999,right,0.0,right
20260601072157,237,2564,11635,017_TargetAcquisition_017,16,1,1780312789370,1780312798699,1780312800539,1780312800574,LINE_2/2/BODY/D,valid,1.0,True,LINE_2/2/BODY/*,-1.4,1.1703794,9.993409,-1.43517125,1.390213,9.983409,1.84,0.22262935232246991,2.0,0.045,0.019410798301371508,1.2869043895682077,0.5608661164428304,6.326588712444445,right,0.859,right
20260601072157,237,2564,11635,018_TargetAcquisition_017,17,1,1780312811010,1780312817270,1780312819217,1780312819251,LINE_2/2/BODY/D,valid,1.0,True,LINE_2/2/BODY/*,-1.4,1.1703794,9.993409,-1.295569,1.29768252,9.983409,1.947,0.16465697107239147,2.0,0.057,0.08026867265170906,3.4104800763844163,0.8243818520846545,6.2384228833333335,right,0.001,right
20260601072157,237,2564,11635,019_TargetAcquisition_017,18,1,1780312823271,1780312830077,1780312832596,1780312832629,LINE_2/2/NO-SCORE/NO-SCORE,non-valid,0.0,False,LINE_2/2/BODY/*,-1.4,0.760731339,9.993409,-1.17580843,1.19937074,9.98807,2.519,0.4926117986495082,2.0,0.034,0.06708824668498602,2.6722549796474064,0.7753490262415823,6.329157447777779,right,0.0,right
20260601072157,237,2564,11635,020_TargetAcquisition_020,19,1,1780312836939,1780312842797,1780312845595,1780312845632,LINE_2/3/NO-SCORE/NO-SCORE,non-valid,0.0,False,LINE_2/3/HEAD/*,0.0,0.760731339,9.993409,0.117882431,1.61400306,9.98807,2.798,0.8613761648645564,2.0,0.045,0.023753037162293305,4.091441923956617,0.6048966575033633,6.392790738666666,right,0.0,right
20260601072157,237,2564,11635,021_TargetAcquisition_021,20,1,1780312849470,1780312855937,1780312858177,1780312858243,WallBack_Collider,non-target,0.0,False,LINE_2/2/HEAD/*,0.0,0.0,0.0,-4.273882,1.52224135,23.4695,2.24,4.536880654984636,,0.034,0.0698826830502643,93.85936359208412,0.9876041763353087,6.379079522666667,right,0.0,right
20260601072157,237,2564,11635,022_TargetAcquisition_022,21,1,1780312861786,1780312868536,1780312871089,1780312871123,LINE_2/4/NO-SCORE/NO-SCORE,non-valid,0.0,False,LINE_2/4/HEAD/*,1.4,0.760731339,9.993409,1.29296625,1.63157654,9.98807,2.553,0.8773981922387308,2.0,0.134,0.027049262970918416,3.30018137326169,0.8231948962211642,6.30851152311111,right,0.0,right
20260601072157,237,2564,11635,023_TargetAcquisition_023,22,2,1780312875176,1780312880910,1780312882839,1780312882874,LINE_2/1/BODY/C,valid,2.0,True,LINE_2/1/BODY/*,-2.8,1.1703794,9.993409,-2.75091887,1.3341248,9.983409,1.929,0.17094301197544431,2.0,0.045,0.013968436273203004,1.5117084452626153,0.683719641526021,6.326519303333334,right,0.903,right
